,model,listing_price,trim,reg_date,mileage,transmission,color,car_body,car_engine,car_page_url
6411,Ford C-Max,"£10,350",1.6L Zetec Ti-VCT,Mar 2017,"18,385 miles",Manual,Blue,5 door MPV,1.6L,https://www.cazoo.co.uk/car-details/140b72c0-b1ef-597e-a3fc-4133d44bb67a/
6412,Vauxhall Corsa,"£10,350",1.4L SRi VX Line Nav Black ecoTEC i,Apr 2019,"25,916 miles",Manual,Black,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/bf23098b-10be-5310-a405-51c9ed597751/
6413,Toyota AYGO,"£10,300",1L x-plore VVT-i,Apr 2019,"19,417 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/6c47e39d-64c3-5df1-8fe1-90955018be4e/
6414,Citroen C3,"£10,300",1.2L Feel PureTech,Aug 2018,"15,860 miles",Manual,Grey,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/5d2358a5-f9bb-5bdb-a3ed-8f8c16dff70b/
6415,Renault Clio,"£10,300",0.9L GT Line TCe,Mar 2019,"38,826 miles",Manual,Red,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/d7e3d042-75c1-583e-8ca6-49cf50da72a2/
6416,Hyundai TUCSON,"£10,300",1.7L SE Blue Drive CRDi,Sept 2015,"59,438 miles",Manual,Black,5 door SUV,1.7L,https://www.cazoo.co.uk/car-details/b03a8741-4d1f-531d-9f09-1b385e9a004a/
6417,Ford Ka+,"£10,300",1.2L Zetec Ti-VCT,Aug 2019,"23,728 miles",Manual,Blue,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/5d34eedc-53b3-560f-87dd-ede6a0d625b3/
6418,Vauxhall Mokka X,"£10,300",1.6L Elite i,Dec 2016,"31,323 miles",Manual,White,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/3252700b-09f9-5027-a5db-c998ea360ad2/
6419,Toyota AYGO,"£10,300",1L x-clusiv VVT-i,Sept 2016,"7,697 miles",Manual,Grey,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/1b0545c3-8d94-5920-8fd7-066dcd502633/
6420,Ford Focus,"£10,300",1L Titanium EcoBoost T,Nov 2017,"49,537 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/0f3a05c2-fa7e-589f-b47e-46c0e78f50b4/
6421,Volkswagen Polo,"£10,300",1.2L Match BlueMotion Tech TSI,Apr 2016,"27,423 miles",Manual,White,3 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/3996de95-1fe7-582b-8b1f-f88bf2673933/
6422,Ford Focus,"£10,300",1L Zetec EcoBoost T,Mar 2016,"22,326 miles",Manual,Silver,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/527d7987-bc80-5d91-b120-105145f03b80/
6423,Citroen C3,"£10,300",1.2L Flair PureTech,Apr 2018,"21,345 miles",Manual,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/c37e3928-74ad-5f2d-a778-d00d1259ecd0/
6424,Volkswagen Beetle,"£10,300",1.2L BlueMotion Tech TSI,Jul 2015,"24,162 miles",Manual,Silver,3 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/0de1b9bf-ddce-51e9-91c6-84445b434b0c/
6425,Nissan Qashqai,"£10,300",1.5L N-Vision dCi,Mar 2017,"81,832 miles",Manual,Blue,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/f4e0dfa9-2842-5643-a1c3-a9c5d2b2d9dc/
6426,Ford Fiesta,"£10,300",1L Titanium EcoBoost T,Jan 2017,"26,354 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/3e6eed19-23d7-5d6f-8d9f-584981ed162e/
6427,Hyundai TUCSON,"£10,300",1.7L SE Nav Blue Drive CRDi,May 2017,"91,760 miles",Manual,Blue,5 door SUV,1.7L,https://www.cazoo.co.uk/car-details/d7470dd2-932d-5a39-a136-3a05a6eb64ab/
6428,Vauxhall Corsa,"£10,300",1.4L SRi VX Line Nav Black ecoTEC i,Mar 2019,"30,025 miles",Manual,Black,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/217cf219-a733-51b0-befd-8bd71373adaa/
6429,Audi A3,"£10,300",1.6L Sport TDI,Sept 2015,"62,697 miles",Manual,Blue,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/187a77c8-cbad-5cf7-af3b-4ec5dc322648/
6430,Nissan Juke,"£10,300",1.2L Tekna DIG-T,Jan 2017,"29,858 miles",Manual,Red,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/d4d573cb-6f22-5912-b5d9-e1bb188efbf3/
6431,Mazda Mazda6,"£10,300",2.2L SE Nav SKYACTIV-D,Sept 2017,"61,222 miles",Manual,White,4 door Saloon,2.2L,https://www.cazoo.co.uk/car-details/848cdbd8-d8e3-574c-a1bf-0dc5bf05bdd8/
6432,Nissan Juke,"£10,300",1.2L Acenta DIG-T,Apr 2018,"20,498 miles",Manual,Grey,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/a57e4375-5573-5f05-a671-d302a10b98a6/
6433,Ford Ka+,"£10,300",1.2L Active Ti-VCT,Mar 2019,"22,203 miles",Manual,Gold,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/b66aeaed-2a14-5d06-95ac-2d5a01c5cdab/
6434,Honda Jazz,"£10,300",1.3L S i-VTEC,Mar 2018,"28,024 miles",Manual,Orange,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/d2eeac66-dc14-524e-8c83-ae2c0a68fe5b/
6435,Kia Picanto,"£10,300",1.2L 3,Feb 2019,"25,969 miles",Manual,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/e9def643-368c-515e-842d-fa0805848070/
6436,Ford Fiesta,"£10,300",1L Zetec EcoBoost T,May 2018,"14,886 miles",Manual,Red,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/20902f91-d10d-5e2b-8fd8-2096f0fd4376/
6437,Mini Hatch,"£10,300",1.5L Cooper D,Feb 2016,"25,173 miles",Manual,Pepper White,3 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/f1762616-dc24-58ae-930b-31f457ddf55f/
6438,Vauxhall Mokka X,"£10,300",1.6L Active ecoFLEX CDTi,Sept 2017,"26,000 miles",Manual,Grey,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/90872ca9-2792-5955-a99b-b13dcf83795b/
6439,Ford Fiesta,"£10,250",1L Zetec EcoBoost T,Apr 2018,"47,640 miles",Manual,Black,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/b9613beb-8418-5720-aaf6-8d9658e104be/
6440,Renault Clio,"£10,250",0.9L Iconic TCe,Feb 2019,"30,047 miles",Manual,Arctic White,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/64d9040e-533b-59d9-943e-98a04ea6fd96/
6441,Nissan Juke,"£10,250",1.2L Tekna DIG-T,Sept 2016,"39,341 miles",Manual,Blue,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/3d74d20c-9bad-5ed5-8dd3-567bbbdc3c24/
6442,Volkswagen Polo,"£10,250",1.4L BlueGT BlueMotion Tech TSI,May 2015,"55,936 miles",Manual,Blue,3 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/3e0a6c1f-9184-5cbe-b9f2-f538267f1c31/
6443,Volkswagen Polo,"£10,250",1L Match BlueMotion Tech,Jun 2017,"32,229 miles",Manual,Black,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/84d0a75d-d6a6-5fce-9728-57170591fdf5/
6444,Vauxhall Astra,"£10,250",1L SRi ecoTEC i Turbo,Dec 2017,"32,240 miles",Manual,Grey,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/97f8fc4b-9d73-57a4-ab15-5cf80c50164d/
6445,Citroen C3,"£10,250",1.2L Flair PureTech,Jan 2018,"19,813 miles",Manual,Silver,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/63599e49-0100-58f5-9fa0-3c83263abc5c/
6446,Nissan Juke,"£10,250",1.2L N-Connecta DIG-T,Feb 2017,"31,927 miles",Manual,Blue,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/24ed9905-d94f-5261-9a5b-5b099cba3844/
6447,Citroen C3,"£10,250",1.2L Flair Nav Edition PureTech,Feb 2019,"32,835 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/0bfbec4d-79fe-5cd0-8412-4e2b5355202d/
6448,BMW 1 Series,"£10,250",1.5L Sport 118i,Dec 2015,"62,562 miles",Manual,Alpine White,3 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/faa30c75-a6f2-54be-ae8d-8b1646797b87/
6449,Vauxhall Mokka,"£10,250",1.4L Exclusiv i Turbo,Sept 2016,"16,116 miles",Manual,White,5 door SUV,1.4L,https://www.cazoo.co.uk/car-details/ddb3e854-c14f-5e2e-8419-3ce78fd5ca73/
6450,Ford Fiesta,"£10,250",1L Titanium EcoBoost T,Jul 2016,"25,453 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/2a60803a-3629-52c6-a5a6-45baa83e8a65/
6451,Mini Hatch,"£10,250",1.5L One D,Jun 2017,"39,824 miles",Manual,Deep Blue,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/11cf52f9-d772-5507-ae30-38e251cc253d/
6452,Renault Clio,"£10,250",0.9L Iconic TCe,Sept 2019,"34,890 miles",Manual,Glacier White,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/1eb62429-5f53-5dbb-b3fd-05b1241aa468/
6453,Citroen C3,"£10,250",1.2L Flair PureTech,Dec 2018,"25,842 miles",Manual,Orange,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/d1e685f3-10ae-5ac7-bd3e-3e6c173857cd/
6454,Hyundai i40,"£10,250",1.7L SE Nav Blue Drive CRDi,Sept 2017,"62,791 miles",Manual,White,5 door Estate,1.7L,https://www.cazoo.co.uk/car-details/2b99a718-062c-5038-90df-072a1867d8d1/
6455,Hyundai i10,"£10,250",1.2L Premium SE,Sept 2015,"15,513 miles",Manual,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/77504278-f35b-58ff-b182-58ab2c797acc/
6456,Volkswagen Polo,"£10,250",1.2L SE BlueMotion Tech TSI,Jan 2016,"20,126 miles",Manual,Blue,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/32bd9c78-b954-53bb-816a-0eed32088ccc/
6457,Peugeot 2008,"£10,250",1.6L Allure BlueHDi,Oct 2016,"36,341 miles",Manual,Grey,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/dd1d6f92-a350-5bef-bdf6-612d0b27b2f9/
6458,Vauxhall Astra,"£10,200",1.6L Elite Nav BlueInjection CDTi,Nov 2018,"58,055 miles",Manual,Blue,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/ee14f787-e53e-53a2-bf43-4ac2242b231b/
6459,Ford Fiesta,"£10,200",1L Zetec S Red Edition EcoBoost T,Jun 2016,"32,592 miles",Manual,Red,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/463bb50c-dceb-5a1d-acfa-52de14d70ee2/
6460,Toyota AYGO,"£10,200",1L x-press VVT-i,Mar 2018,"7,331 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/9b90269e-0071-5ade-a3b4-bbfe5b4a014d/
6461,Mini Hatch,"£10,200",1.5L Cooper D,Sept 2016,"41,176 miles",Manual,Melting Silver,3 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/026c60bf-126c-5b6e-836a-6103405d29ad/
6462,Vauxhall Mokka X,"£10,200",1.6L Design Nav i,Feb 2017,"30,823 miles",Manual,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/977f1b44-58b9-58a1-983f-b4d46d6a56bc/
6463,Vauxhall ADAM,"£10,200",1.2L ENERGISED i,Jan 2019,"10,375 miles",Manual,Red,3 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/3d775a25-b50d-5b55-ab90-d4a6c1640695/
6464,Smart fortwo,"£10,200",1L Prime,Mar 2017,"13,640 miles",Automatic,Black,2 door Coupe,1L,https://www.cazoo.co.uk/car-details/b96c192c-5aa5-53bc-9eaa-1a33c6df80c4/
6465,Ford Fiesta,"£10,200",1.1L Zetec Ti-VCT,Jun 2019,"27,798 miles",Manual,Blue,3 door Hatchback,1.1L,https://www.cazoo.co.uk/car-details/6488ae34-baec-5a34-ab48-c1d578296fa6/
6466,Toyota AYGO,"£10,200",1L x-play VVT-i,Mar 2020,"8,548 miles",Manual,Red,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/78242989-e69a-561c-9749-8df3746c2c9a/
6467,Peugeot 108,"£10,200",1L Allure,Jun 2020,"7,188 miles",Manual,Grey,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/ae2740d1-bc19-5a39-a0d3-92c2a1ae63b0/
6468,Seat Leon,"£10,200",1.2L SE Technology TSI,Jul 2017,"42,851 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/b9acd8dc-feb7-5f32-8c4d-e786e5c73ea8/
6469,Audi A1,"£10,200",1.6L Sport TDI,Apr 2016,"57,275 miles",Manual,Black,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/0c0670b8-a3fd-5516-808b-fb12a79c8197/
6470,Vauxhall Mokka,"£10,200",1.4L SE i Turbo,Nov 2015,"39,078 miles",Automatic,Black,5 door SUV,1.4L,https://www.cazoo.co.uk/car-details/8f790089-c178-5895-b8aa-e490562bd61c/
6471,Ford Focus,"£10,200",1L Titanium EcoBoost T,Mar 2016,"35,400 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/5bed97f1-eb8a-507e-9fd4-bcaf844b8ab3/
6472,Vauxhall Mokka X,"£10,200",1.6L Active i,Mar 2017,"20,336 miles",Manual,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/de948e2b-9378-524f-8f8c-1a21a84fffee/
6473,Peugeot 2008,"£10,200",1.2L Allure PureTech,Jan 2017,"31,980 miles",Manual,Red,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/a29b0790-94cd-53ab-9a1f-65efa83eaf2c/
6474,Peugeot 2008,"£10,200",1.6L Allure BlueHDi,Jan 2017,"40,012 miles",Manual,White,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/c9013759-232c-5519-9bc6-43749a39d6a9/
6475,Volkswagen Polo,"£10,200",1L Match,Dec 2016,"19,314 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/7f6be9b4-7dda-5e41-a99a-da7213b82481/
6476,Nissan Juke,"£10,150",1.2L N-Connecta DIG-T,Apr 2016,"35,498 miles",Manual,White,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/c92deebb-a882-5989-9449-a7f61d0310fa/
6477,Vauxhall Astra,"£10,150",1.6L Design ecoTEC BlueInjection CDTi,Nov 2018,"42,927 miles",Manual,Silver,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/4a4584ef-261d-5739-ab6d-72887a396849/
6478,Hyundai i10,"£10,150",1.2L Premium SE,Nov 2016,"27,426 miles",Automatic,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/006217c0-f701-5e56-9e44-7d62e5bd28bf/
6479,Vauxhall ADAM,"£10,150",1.2L ENERGISED i,Mar 2019,"17,335 miles",Manual,Black,3 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/ca237bdd-d1d9-5553-ac70-ef4ec4bab0f3/
6480,Vauxhall Astra,"£10,150",1.4L SRi Nav i Turbo,Oct 2016,"38,237 miles",Manual,Silver,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/3e261da7-e816-542d-b137-4d91043a11b3/
6481,Nissan Juke,"£10,150",1.5L N-Connecta dCi,Nov 2016,"25,820 miles",Manual,Black,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/72f61c63-8a8f-5ae2-97cd-4aa1dfc46f6e/
6482,Skoda Fabia,"£10,150",1L S TSI,May 2018,"35,026 miles",Manual,Red,5 door Estate,1L,https://www.cazoo.co.uk/car-details/224c4954-c185-5207-b207-05ec6820c9af/
6483,Vauxhall Astra,"£10,150",1.4L Elite Nav i Turbo,Jul 2017,"57,101 miles",Manual,Silver,5 door Estate,1.4L,https://www.cazoo.co.uk/car-details/73f42299-bd10-5d21-a154-27b805b1b91f/
6484,Renault Clio,"£10,150",1.1L Dynamique Nav,Mar 2018,"17,402 miles",Manual,Flame Red,5 door Hatchback,1.1L,https://www.cazoo.co.uk/car-details/d03f5393-8ca5-5161-84fb-c98e398e1add/
6485,Vauxhall Mokka X,"£10,150",1.6L Active i,Jul 2017,"33,240 miles",Manual,White,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/11d55e92-80d1-5e15-b19b-7f853ee9cb9c/
6486,Skoda Fabia,"£10,150",1L Colour Edition,Mar 2018,"27,018 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/8f38f274-4081-55c9-9480-ce0c47105e46/
6487,Vauxhall Mokka,"£10,150",1.4L Tech Line i Turbo,May 2016,"26,589 miles",Manual,Grey,5 door SUV,1.4L,https://www.cazoo.co.uk/car-details/9b445be2-ef02-5a11-baf9-d7c8601f8d47/
6488,Citroen C3,"£10,150",1.2L Flair PureTech,Apr 2018,"27,374 miles",Manual,Grey,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/a6f745d3-305b-53a9-81f7-814e1fee3c50/
6489,Renault Clio,"£10,150",0.9L Dynamique Nav TCe,Mar 2018,"18,987 miles",Manual,Glacier White,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/55826a40-5a1d-5fca-af03-52f0bdc10055/
6490,Seat Ibiza,"£10,150",1L SE MPI,Sept 2017,"10,373 miles",Manual,Black,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/e2f3b9c2-ac92-56d6-91d5-16886d3427b4/
6491,Volkswagen Polo,"£10,150",1L Match BlueMotion Tech,Apr 2016,"32,186 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/9b88e39a-3237-5139-b8f6-db9d73262f7e/
6492,Peugeot 208,"£10,150",1.2L Tech Edition PureTech,Sept 2018,"19,505 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/c809182b-5b25-5050-9a40-b56db8a2d9fe/
6493,Peugeot 208,"£10,150",1.5L Tech Edition BlueHDi,Dec 2019,"32,673 miles",Manual,Black,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/275b688b-656c-59fb-9651-f601c5978659/
6494,Peugeot 2008,"£10,150",1.6L Allure BlueHDi,Sept 2016,"33,217 miles",Manual,Grey,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/026a8131-0df8-5eb4-b177-1ba457d53720/
6495,Ford Fiesta,"£10,150",1L ST-Line EcoBoost T,Mar 2017,"37,763 miles",Manual,White,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/53d59ee0-50b9-531f-9193-f1d93140bc79/
6496,Vauxhall Mokka,"£10,150",1.6L Tech Line i,Mar 2016,"11,435 miles",Manual,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/62b22000-3c01-5743-9d35-3409e701bfd8/
6497,Toyota AYGO,"£10,150",1L x-trend VVT-i,Dec 2020,"11,913 miles",Manual,Red,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/fba9090a-0c3c-5e4f-8bfd-44cb23e901e1/
6498,Citroen C3 Aircross,"£10,150",1.2L Feel PureTech,Apr 2019,"37,715 miles",Manual,Silver,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/4dafe8cc-fbd1-534e-9db3-a8c88da43572/
6499,Ford Fiesta,"£10,100",1L Titanium EcoBoost T,Aug 2015,"20,972 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/dbaf1c2f-0a21-5f62-8d11-ab3c7765eb6f/
6500,Ford Fiesta,"£10,100",1.5L Titanium TDCi,Jun 2020,"70,404 miles",Manual,White,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/45dbc0b4-e5c2-5c76-904f-101014aec907/
6501,Renault Clio,"£10,100",0.9L Iconic TCe,Mar 2019,"36,000 miles",Manual,Arctic White,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/c1b7f21b-7770-53ab-ace1-c530e022fe45/
6502,Ford Focus,"£10,100",1L Titanium EcoBoost T,Jan 2018,"50,259 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/4e477fdc-a87f-582a-a54e-f1c9e1c1b494/
6503,Ford Fiesta,"£10,100",1L Titanium EcoBoost T,Jan 2017,"32,702 miles",Manual,Grey,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/f971aa3b-ed24-5e11-922a-0bf9960217a7/
6504,Vauxhall Astra,"£10,100",1L SRi ecoTEC i Turbo,Sept 2017,"29,865 miles",Manual,Black,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/02b1d98c-4a43-594c-914e-d3a45c235193/
6505,Kia Carens,"£10,100",1.7L 2 EcoDynamics CRDi,Jun 2015,"38,253 miles",Manual,Silver,5 door MPV,1.7L,https://www.cazoo.co.uk/car-details/d50bd4f0-a87c-51cb-ad4f-a6d1a2385151/
6506,Vauxhall Mokka X,"£10,100",1.6L Elite i,Nov 2017,"39,981 miles",Manual,Black,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/2e4f4a2f-d684-50b8-b1a9-12e8b8b4fe69/
6507,Seat Ibiza,"£10,100",1L SE Technology MPI,Mar 2018,"44,241 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/fad4c544-b150-579e-9483-0d736b5d7355/
6508,Renault Clio,"£10,100",0.9L Iconic TCe,Apr 2019,"32,881 miles",Manual,Arctic White,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/9973dd01-f3a7-57e4-8a8b-9c3b556281d6/
6509,Ford Fiesta,"£10,100",1L ST-Line EcoBoost T,Feb 2017,"40,011 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/0f83cf04-bad7-5525-99ae-f60103efe2c8/
6510,Renault Clio,"£10,100",0.9L Iconic TCe,Feb 2019,"23,200 miles",Manual,iron Blue,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/dcdf486c-4e82-5b9d-ba96-133d22790ed8/
6511,Mini Hatch,"£10,100",1.5L Cooper,Jul 2015,"29,256 miles",Manual,Electric Blue,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/faab8408-b68c-5485-8169-8ff4417c9647/
6512,Nissan Qashqai,"£10,100",1.5L Visia dCi,Nov 2017,"50,936 miles",Manual,Grey,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/8d39968d-886f-54e6-9da7-d94fe477e1e4/
6513,Peugeot 208,"£10,100",1.6L GTi by Peugeot Sport THP,Sept 2016,"59,387 miles",Manual,Silver,3 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/e46cfbd0-ba3c-5c9b-818d-2f75317ca051/
6514,Nissan Note,"£10,100",1.2L Acenta Premium,Mar 2017,"12,201 miles",Manual,Silver,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/c6556e91-a1f3-5747-b1e6-3621b6806f95/
6515,Vauxhall Astra,"£10,100",1.4L SRi i,Jan 2018,"28,331 miles",Manual,Silver,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/7baf534d-5b8a-5829-aea4-8fd5f980564e/
6516,Fiat 500,"£10,100",1L Lounge MHEV,Mar 2020,"15,511 miles",Manual,Tech House Grey,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/5b840f0e-3f85-5db8-ad8a-f3b7ff309630/
6517,Vauxhall Corsa,"£10,100",1.4L Griffin ecoTEC i,Apr 2019,"19,996 miles",Manual,Blue,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/5be64d0d-ae90-5170-9135-0e1a4102b5e5/
6518,Mini Hatch,"£10,100",1.5L Cooper D,Oct 2017,"46,976 miles",Manual,Deep Blue,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/749cce27-337c-5f21-bf7b-5d59063377a6/
6519,Toyota AYGO,"£10,100",1L x-trend VVT-i,Sept 2019,"7,259 miles",Manual,Red,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/cf39aeb2-91cb-58f7-af0d-e011c211619b/
6520,Mini Hatch,"£10,100",1.5L Cooper D,Sept 2016,"50,156 miles",Manual,White Silver,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/86c1f242-e754-5506-b2e3-fd3f2e021861/
6521,Citroen C4,"£10,100",1.6L Flair BlueHDi,Jun 2017,"14,556 miles",Automatic,Red,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/7979bff0-2922-5c4a-a0df-e56576b1c517/
6522,Volvo V40,"£10,050",2L R-Design D2,Nov 2015,"65,575 miles",Manual,Silver,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/08c7ca77-1963-5488-8930-6fbbe2ee74ff/
6523,Vauxhall Corsa,"£10,050",1.4L Energy ecoFLEX i,Mar 2017,"13,975 miles",Manual,Red,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/aa8b0506-f250-5cda-b1d6-f0da9e7e64d5/
6524,Vauxhall Mokka X,"£10,050",1.4L Active i Turbo,Sept 2016,"32,451 miles",Manual,Silver,5 door SUV,1.4L,https://www.cazoo.co.uk/car-details/0a68b624-79fe-53f5-85bc-50d34966dfda/
6525,Ford Focus,"£10,050",1.5L Zetec TDCi,Mar 2016,"38,834 miles",Manual,Red,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/a91e09d2-7203-55b7-bdbc-905dbd651b5e/
6526,Nissan Juke,"£10,050",1.2L N-Connecta DIG-T,Nov 2017,"43,473 miles",Manual,Black,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/7bbf6ad2-e8d7-5c08-a7b3-703b0f840f51/
6527,Renault Clio,"£10,050",0.9L Iconic TCe,Sept 2018,"29,128 miles",Manual,Flame Red,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/2ef6fdf9-7648-5c68-9eb2-aecc3601c877/
6528,Kia Picanto,"£10,050",1L GT-Line,Jun 2018,"10,047 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/75cd9079-b462-50a5-904f-a4e86506fe05/
6529,Citroen C3,"£10,050",1.2L Flair PureTech,May 2018,"36,847 miles",Manual,Grey,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/9a4b1fab-4185-54e7-a86b-56c066feb9d2/
6530,Citroen C3,"£10,050",1.2L Flair PureTech,Mar 2018,"27,108 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/46a20b6e-461f-5dd7-89be-e9c4bcd19503/
6531,Peugeot 208,"£10,050",1.2L Tech Edition PureTech,May 2019,"30,371 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/867c2a10-a1ba-5863-bbe9-d71f22c55a71/
6532,Audi A1,"£10,050",1.6L S line TDI,Aug 2015,"62,564 miles",Manual,Blue,3 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/5ad60cb1-b026-55c8-a4a8-007f9b61797e/
6533,Nissan Juke,"£10,050",1.2L N-Connecta DIG-T,Mar 2016,"31,418 miles",Manual,Yellow,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/17083938-27ce-55bf-ad3c-d3e1adbb3fa9/
